Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
438 MISTATIM WY NW,T6V0M8,53.6008480651809,-113.580376130688,"[{'code': 'CB', 'description': 'Business Commercial'}]",['https://cdn.realtor.ca/listings/TS638429977902000000/reb10/highres/8/E4368768_1.jpg'],6432 sqft,[],"The subject property is a four-bays retail property located at the corner of Mistatim Way & Mistatim Road in the community of Mistatim Industrial, Edmonton, Alberta. The building was constructed in 2022 & finished in 2023 with a wood frame and comprised the main floor area of about 6,541 ft2 & 19 ft high ceiling. 434 Mistatim Way is about 2365 ft2 & 516 ft2 finishe mezzanine. 438 Mistatim Way is about 1439 ft2. 442 Mistatim Way is about 1072 ft2 & 920 ft2 of finished mezzanine. 446 Mistatim Way is about 1556 ft2. The subject site is a 0.55 acres irregular shape site, zoned CB2-General Business Zone, which is to provide for businesses that require large sites and a location with good visibility and accessibility along, or adjacent to, major public roadways. This zone also accommodates limited Residential-related uses. The Building can be rented at $28/ft2 & abount $13/ft2 operating cost (30751477)",
11632 122 ST NW,T5M0C2,53.5681217572475,-113.532666653967,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638466220155000000/reb10/highres/0/E4378160_1.jpg'],,['Public Transit'],"One of the finest neighborhood in Edmonton, LOT size 25 x 150 in INGLEWOOD area, This is un-serviced LOT, demo permit is all approved, Seller will knock down house pretty soon. Taxes have not been assessed yet. Seller do have 3 Story house plan that can be bought with the lot. (31029333)",
12421 127 AV NW,T5L3E4,53.5847641,-113.5371437,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638411067668070000/reb10/highres/3/E4370063_1.jpg'],,[],"This Turn Key Printing Franchise comes with everything you need to start business immediately. This is a full service print and marketing business specializing in print, promo products, graphic design and signage. The business in central Edmonton can be purchased separately with a 5 year lease on current space. Purchase will be subject to Franchise approval. (30794699)",
10709 103 ST NW,T5H2V7,53.55184,-113.49687,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638499863730770000/reb10/highres/4/E4384364_1.jpg'],,"['Public Transit', 'Schools', 'Shopping']","RARE OPPORTUNITY!  If youre looking to build your business, this lot located in the heart of central Edmonton is absolutely perfect.  Commercially zoned (CB1), 33 ft. x 150 ft., situated on a mature tree-lined street in a very busy neighborhood, surrounded by commercial and multi-family buildings  it just doesnt get any better.  Ideal for a convenience store, pub/restaurant, business support services, commercial school and retail  the possibilities are endless! (31197835)",
10368 92 ST NW,T5H1T5,53.5494947917121,-113.476442246033,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638492490702100000/reb10/highres/1/E4383121_1.jpg'],,[],"Property Type: Multi Family. Other Property Type: Commercial.  With this prime land explore the possibilities with this large lot. Zoned RA7 with potential for zoning change with a City of Edmonton application approval. Previously an 8 suite apartment; with an application approval up to a 12 suite apartment. With this corner location once can create a urban design and this land offers a variety of possibilities for Investment Opportunity for Future Redevelopment of apartment condos, 4-plexes, multi residential, or professional offices or retail.  Walking distance to Jasper Avenue, River Valley, Parks, Trails, and Residential Community Apartment Buildings. Close to the Edmontons City Business Centers, Art Gallery, Alberta Museum, Convention Center, Roger Place, Ice District, Grant MacEwan College, City Center, Restaurant, Shopping and Transit (31162492)",
11806 83 ST NW,T5B2Z3,53.5706965155688,-113.469504084656,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638338419767800000/reb10/highres/2/E4363302_1.jpg'],,[],RA7 ZONING READY FOR DEVELOPMENT! OPPORTUNITY KNOCKING! 50x150 LOT!  Great location with so much potential. Looking for a lucrative investment? Don't miss out on this opportunity to build an apartment building. All city  services have been completed such as new electrical pole and fire hydrant (30575263),
9112 182 AV NW,T5Z0S6,53.6446510252275,-113.479401925795,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638455924038030000/reb10/highres/9/E4376349_1.jpg'],,"['Playground', 'Public Transit', 'Schools', 'Shopping']","Build your dream home on a Huge pie shaped in Klarvatten Community. You can hire your own builder or can build your own. 30 feet Building Pocket surrounded by all amenities. it's close and walkable to everything including schools, shopping, parks, restaurants! (30979963)","Water, Electricity"
10268 95 ST NW,T5H2B4,53.5469091379615,-113.479948967459,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638449011594100000/reb10/highres/3/E4375113_1.jpg'],,[],AWESOME OPPORTUNITY TO OWN THIS VACANT CORNER LOT IN THE QUARTERS STEPS FROM THE HAT AT 5 CORNERS and ONLY 2 BLOCKS FROM CANADA PLACE! This lot posses loads of opportunity for commercial uses. (currently zoned DC1). This lot has great frontage on the corner of 95st and 103ave! Start your new business in a great up and coming location! (30946226),
0 0 AV NW NW,T6A0J3,53.541417300001,-113.4425855,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638358435714170000/reb10/highres/3/E4365653_1.jpg'],,[],Liquor Store on very busy 75 ST for SALE.  There are many liquor display liquor shelving located at different aisles inside the premises. Motivated seller. Priced to sell quickly. Do not approach staff directly. (30657755),
Address not available,T6R2E3,53.469009100001,-113.5892298,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638412205694570000/reb10/highres/8/E4369648_1.jpg'],,[],"New, profitable, opportunity now available for SALE! This exclusive Aveda concept hair salon is nestled in the well-established neighborhood of Riverbend and exudes an air of timeless sophistication and reliability. Having proudly served its community for over 22 years, the reputable salon stands as a testament to enduring quality and exceptional service. Situated in the same, prime location throughout its existence, it has become a beloved fixture for those seeking top-notch hair care! The salon's interior is warm and inviting and reflects Aveda's commitment to natural beauty with its warm, earthy tones and natural wood ambiance throughout. Take advantage of this opportunity to own a turnkey salon with 4 F/T, senior-level stylists on staff (w/ room for 7), as well as 3 P/T receptionists. In additon, you have the ability to expand the services provided with an enclosed, private room equipped with it's own sink! (30779417)",
"112, 4363 167 Avenue NW",T5Y3Y2,53.6278337,-113.4074748,"[{'code': 'CG', 'description': 'General Commercial'}]",['https://cdn.realtor.ca/listings/TS638454189465700000/reb9/highres/0/A2113050_1.jpg'],872 sqft,[],"Click the brochure link for more details*** Premium Office Space. Concrete Construction, Durable, fire resistant, efficient, Continuous Glazing, Energy efficient and secure, Spacious 13” ceiling height, Professional Entryway/Lobby, High end finishes, Ample Underground parking, 6:1,000 SF parking ratio, Professionally Managed, Reliable and attentive management. 3rd Floor Units Raw Space - Flexible demising options up to ±13,358 SF. One 2nd floor unit remaining! Raw Space - Flexible demising options up to ±2,519 SF. (28707935)",
10974 138 ST NW,T5M1P2,53.5571913167522,-113.559969707935,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638456787984800000/reb10/highres/0/E4376430_1.jpg'],,"['Playground', 'Schools', 'Shopping']","Great opportunity For INVESTORS & Self Builder.. Build your Own Custom Home On this 27 X 125 Ft Subdivided Lot in North-Genora.. This Lot Have No Structure on it also Comes with 1825 Sq ft house Plans & Ready to start Construction.. Close to School, Shopping, Parks ETC.. (30981109)",
11221 93 ST NW,T6G1B9,53.5618366684479,-113.483825575265,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638469892082600000/reb10/highres/8/E4378768_1.jpg'],,"['Schools', 'Shopping']","Great Infill Opportunity in Alberta Avenue. Build your dream home or infill duplexes with legal suites on this 47X120 ft lot. Close to grocery stores, schools, public transit and more. Please note that property is being sold as is where is. (31044325)",
#153 375 St Albert RD,T8N3K8,53.6425684536448,-113.623750544983,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638360955709900000/reb10/highres/3/E4365803_1.jpg'],,[],"Exciting chance to own a well-established hairdressing and spa salon with 32 years of history. Located in the prime St. Albert Center Mall, this opportunity comes complete with equipment, trade name, and a long lease agreement, assumable upon request. Quick possession allows you to start your business journey immediately. All equipment is included, and additional hair products can be purchased separately. (30662646)",
0 0 NA NW,T5K0G1,53.5360972196796,-113.506610543933,"[{'code': 'AJ', 'description': 'Alternative Jurisdiction'}]",['https://cdn.realtor.ca/listings/TS638467155617100000/reb10/highres/7/E4378407_1.jpg'],,[],"Exciting Opportunity: Downtown Restaurant for Sale! Featuring a stellar setup with a fully equipped kitchen and EXHAUST system, this establishment offers the perfect foundation for culinary success. With remarkably low monthly expenses, it's a prime investment opportunity for savvy entrepreneurs. Located in downtown, the potential for growth and profitability is immense. Don't miss out on the chance to own a thriving restaurant with unbeatable value. (31035958)",
10516 65 ST NW,T6A2N8,53.547831900001,-113.4316557,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638309902465400000/reb10/highres/5/E4359385_1.jpg'],,"['Playground', 'Schools']",Welcome to the highly desired neighbourhood of Fulton Place. These lots are perfect for any infill development or your next dream home. Located next to Hardisty Fitness and Leisure centre and Hardisty School this is a perfect location for a new home. Being steps away from the Fulton ravine leading to the famous Edmonton River Valley gives you a chance to own land that they just don't make anymore. Come checkout this community today. 30 X 120' (30450678),
10518 65 ST NW,T6A2N8,53.5478266054111,-113.431586184656,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638309902468530000/reb10/highres/7/E4359387_1.jpg'],,"['Playground', 'Schools']",Welcome to the highly desired neighbourhood of Fulton Place. These lots are perfect for any infill development or your next dream home. Located next to Hardisty Fitness and Leisure centre and Hardisty School this is a perfect location for a new home. Being steps away from the Fulton ravine leading to the famous Edmonton River Valley gives you a chance to own land that they just don't make anymore. Come checkout this community today. 30 X 120' (30450682),
